,Entity,Code,Year,Annual CO2 emissions (per capita),Renewables (% sub energy)
3526,Spain,ESP,2016,5.5916,17.614
3527,Spain,ESP,2017,5.8876,14.789
3528,Spain,ESP,2018,5.7763,17.306
3529,Spain,ESP,2019,5.3812,16.599
3530,Spain,ESP,2020,4.4683,20.311
3531,Sri Lanka,LKA,1965,0.2391,15.602
3532,Sri Lanka,LKA,1966,0.2337,16.481
3533,Sri Lanka,LKA,1967,0.2526,16.526
3534,Sri Lanka,LKA,1968,0.2713,18.269
3535,Sri Lanka,LKA,1969,0.3533,20.194
3536,Sri Lanka,LKA,1970,0.2878,14.576
3537,Sri Lanka,LKA,1971,0.2505,17.282
3538,Sri Lanka,LKA,1972,0.2721,16.405
3539,Sri Lanka,LKA,1973,0.278,13.395
3540,Sri Lanka,LKA,1974,0.217,21.874
3541,Sri Lanka,LKA,1975,0.2103,23.795
3542,Sri Lanka,LKA,1976,0.1997,24.478
3543,Sri Lanka,LKA,1977,0.2039,25.003
3544,Sri Lanka,LKA,1978,0.2364,24.396
3545,Sri Lanka,LKA,1979,0.2576,25.143
3546,Sri Lanka,LKA,1980,0.2254,25.215
3547,Sri Lanka,LKA,1981,0.2623,23.292
3548,Sri Lanka,LKA,1982,0.2882,21.5
3549,Sri Lanka,LKA,1983,0.3087,15.947
3550,Sri Lanka,LKA,1984,0.2415,27.604
3551,Sri Lanka,LKA,1985,0.2421,32.41
3552,Sri Lanka,LKA,1986,0.2231,34.814
3553,Sri Lanka,LKA,1987,0.2419,27.859
3554,Sri Lanka,LKA,1988,0.2048,32.232
3555,Sri Lanka,LKA,1989,0.2015,35.053
3556,Sri Lanka,LKA,1990,0.2211,36.199
3557,Sri Lanka,LKA,1991,0.236,34.738
3558,Sri Lanka,LKA,1992,0.2879,29.628
3559,Sri Lanka,LKA,1993,0.2776,36.184
3560,Sri Lanka,LKA,1994,0.3004,35.543
3561,Sri Lanka,LKA,1995,0.3187,35.975
3562,Sri Lanka,LKA,1996,0.3795,24.91
3563,Sri Lanka,LKA,1997,0.4071,24.489
3564,Sri Lanka,LKA,1998,0.4167,25.642
3565,Sri Lanka,LKA,1999,0.4563,25.233
3566,Sri Lanka,LKA,2000,0.5397,17.94
3567,Sri Lanka,LKA,2001,0.546,17.701
3568,Sri Lanka,LKA,2002,0.5743,14.909
3569,Sri Lanka,LKA,2003,0.5698,17.517
3570,Sri Lanka,LKA,2004,0.6266,16.118
3571,Sri Lanka,LKA,2005,0.6107,16.257
3572,Sri Lanka,LKA,2006,0.5987,19.934
3573,Sri Lanka,LKA,2007,0.6124,16.582
3574,Sri Lanka,LKA,2008,0.5998,18.48
3575,Sri Lanka,LKA,2009,0.6433,16.81
3576,Sri Lanka,LKA,2010,0.6441,22.798
3577,Sri Lanka,LKA,2011,0.7298,17.73
3578,Sri Lanka,LKA,2012,0.7694,12.909
3579,Sri Lanka,LKA,2013,0.7104,26.122
3580,Sri Lanka,LKA,2014,0.851,16.572
3581,Sri Lanka,LKA,2015,0.9485,20.127
3582,Sri Lanka,LKA,2016,1.0954,13.82
3583,Sri Lanka,LKA,2017,1.09,12.911
3584,Sri Lanka,LKA,2018,0.9891,18.47
3585,Sri Lanka,LKA,2019,1.0704,14.061
3586,Sri Lanka,LKA,2020,0.9857,16.611
3587,Sweden,SWE,1965,8.077,33.526
3588,Sweden,SWE,1966,9.2863,30.753
3589,Sweden,SWE,1967,8.752,32.567
3590,Sweden,SWE,1968,9.7712,30.112
3591,Sweden,SWE,1969,10.7933,25.774
3592,Sweden,SWE,1970,11.4572,24.134
3593,Sweden,SWE,1971,10.4386,29.824
3594,Sweden,SWE,1972,10.4224,29.958
3595,Sweden,SWE,1973,10.7083,31.659
3596,Sweden,SWE,1974,9.7655,32.731
3597,Sweden,SWE,1975,9.852,31.062
3598,Sweden,SWE,1976,10.7307,27.78
3599,Sweden,SWE,1977,10.3919,27.477
3600,Sweden,SWE,1978,9.6016,25.426
3601,Sweden,SWE,1979,10.2251,25.514
3602,Sweden,SWE,1980,8.6232,26.332
3603,Sweden,SWE,1981,8.3345,27.064
3604,Sweden,SWE,1982,7.4743,26.296
3605,Sweden,SWE,1983,6.9929,30.76
3606,Sweden,SWE,1984,6.8711,31.219
3607,Sweden,SWE,1985,7.4619,29.972
3608,Sweden,SWE,1986,7.3953,24.933
3609,Sweden,SWE,1987,7.0887,29.972
3610,Sweden,SWE,1988,6.784,29.892
3611,Sweden,SWE,1989,6.521,31.448
3612,Sweden,SWE,1990,6.6973,31.128
3613,Sweden,SWE,1991,6.6959,28.695
3614,Sweden,SWE,1992,6.6187,33.475
3615,Sweden,SWE,1993,6.578,34.056
3616,Sweden,SWE,1994,6.8195,27.11
3617,Sweden,SWE,1995,6.7238,30.861
3618,Sweden,SWE,1996,7.1508,24.219
3619,Sweden,SWE,1997,6.5681,31.332
3620,Sweden,SWE,1998,6.6196,31.273
3621,Sweden,SWE,1999,6.2951,30.931
3622,Sweden,SWE,2000,6.1599,37.238
3623,Sweden,SWE,2001,6.253,34.536
3624,Sweden,SWE,2002,6.3456,31.248
3625,Sweden,SWE,2003,6.3887,26.686
3626,Sweden,SWE,2004,6.2844,28.857
3627,Sweden,SWE,2005,5.9616,33.318
3628,Sweden,SWE,2006,5.9039,30.881
3629,Sweden,SWE,2007,5.7809,33.056
3630,Sweden,SWE,2008,5.5094,35.328
3631,Sweden,SWE,2009,5.0737,37.407
3632,Sweden,SWE,2010,5.6577,36.616
3633,Sweden,SWE,2011,5.2032,38.142
3634,Sweden,SWE,2012,4.9015,41.577
3635,Sweden,SWE,2013,4.7001,37.226
3636,Sweden,SWE,2014,4.4712,38.945
3637,Sweden,SWE,2015,4.4652,44.882
3638,Sweden,SWE,2016,4.3983,40.337
3639,Sweden,SWE,2017,4.3003,41.54
3640,Sweden,SWE,2018,4.2215,40.444
3641,Sweden,SWE,2019,4.0788,42.004
3642,Sweden,SWE,2020,3.8255,48.346
3643,Switzerland,CHE,1965,5.2176,37.573
3644,Switzerland,CHE,1966,5.3376,39.985
3645,Switzerland,CHE,1967,5.4435,40.627
3646,Switzerland,CHE,1968,5.9588,38.187
3647,Switzerland,CHE,1969,6.2409,35.266
3648,Switzerland,CHE,1970,6.5429,33.248
3649,Switzerland,CHE,1971,6.7529,32.326
3650,Switzerland,CHE,1972,6.8651,27.31
3651,Switzerland,CHE,1973,7.3425,27.101
3652,Switzerland,CHE,1974,6.5528,29.753
3653,Switzerland,CHE,1975,6.1624,33.251
3654,Switzerland,CHE,1976,6.3822,27.828
3655,Switzerland,CHE,1977,6.4915,33.928
3656,Switzerland,CHE,1978,6.6915,31.208
3657,Switzerland,CHE,1979,6.3409,29.644
3658,Switzerland,CHE,1980,6.4436,31.099
3659,Switzerland,CHE,1981,6.1647,32.977
3660,Switzerland,CHE,1982,5.7876,34.445
3661,Switzerland,CHE,1983,6.2961,32.255
3662,Switzerland,CHE,1984,6.1175,28.36
3663,Switzerland,CHE,1985,6.1816,28.447
3664,Switzerland,CHE,1986,6.5265,27.878
3665,Switzerland,CHE,1987,6.1754,29.611
3666,Switzerland,CHE,1988,6.2073,30.336
3667,Switzerland,CHE,1989,5.975,27.045
3668,Switzerland,CHE,1990,6.6366,25.867
3669,Switzerland,CHE,1991,6.8661,27.103
3670,Switzerland,CHE,1992,6.7731,27.229
3671,Switzerland,CHE,1993,6.3475,29.859
3672,Switzerland,CHE,1994,6.1507,31.069
3673,Switzerland,CHE,1995,6.2058,29.559
3674,Switzerland,CHE,1996,6.2658,25.072
3675,Switzerland,CHE,1997,6.0886,27.754
3676,Switzerland,CHE,1998,6.2911,27.162
3677,Switzerland,CHE,1999,6.2468,31.073
3678,Switzerland,CHE,2000,6.1057,29.419
3679,Switzerland,CHE,2001,6.2796,30.675
3680,Switzerland,CHE,2002,6.0201,27.961
3681,Switzerland,CHE,2003,6.1433,27.787
3682,Switzerland,CHE,2004,6.1767,27.245
3683,Switzerland,CHE,2005,6.1986,26.188
3684,Switzerland,CHE,2006,6.0839,24.897
3685,Switzerland,CHE,2007,5.754,28.47
3686,Switzerland,CHE,2008,5.8658,28.006
3687,Switzerland,CHE,2009,5.6436,27.692
3688,Switzerland,CHE,2010,5.7691,28.61
3689,Switzerland,CHE,2011,5.1834,27.187
3690,Switzerland,CHE,2012,5.2765,30.508
3691,Switzerland,CHE,2013,5.3257,29.648
3692,Switzerland,CHE,2014,4.7808,30.909
3693,Switzerland,CHE,2015,4.6682,31.758
3694,Switzerland,CHE,2016,4.677,30.864
3695,Switzerland,CHE,2017,4.5155,30.573
3696,Switzerland,CHE,2018,4.3243,30.529
3697,Switzerland,CHE,2019,4.2766,31.695
3698,Switzerland,CHE,2020,3.7319,34.959
3699,Taiwan,TWN,1965,1.3832,10.277
3700,Taiwan,TWN,1966,1.4609,9.869
3701,Taiwan,TWN,1967,1.5986,8.945
3702,Taiwan,TWN,1968,1.7052,11.441
3703,Taiwan,TWN,1969,1.8066,8.618
3704,Taiwan,TWN,1970,1.9253,7.426
3705,Taiwan,TWN,1971,2.0615,6.376
3706,Taiwan,TWN,1972,2.3015,7.023
3707,Taiwan,TWN,1973,2.5334,5.613
3708,Taiwan,TWN,1974,2.4301,8.126
3709,Taiwan,TWN,1975,2.6391,8.248
3710,Taiwan,TWN,1976,3.3481,5.504
3711,Taiwan,TWN,1977,3.5865,4.71
3712,Taiwan,TWN,1978,4.0979,4.925
3713,Taiwan,TWN,1979,4.2999,4.267
3714,Taiwan,TWN,1980,4.6638,2.591
3715,Taiwan,TWN,1981,4.1251,4.539
3716,Taiwan,TWN,1982,4.0793,4.063
3717,Taiwan,TWN,1983,4.431,3.757
3718,Taiwan,TWN,1984,4.4574,3.184
3719,Taiwan,TWN,1985,4.389,4.173
3720,Taiwan,TWN,1986,4.8221,3.935
3721,Taiwan,TWN,1987,4.9565,3.27
3722,Taiwan,TWN,1988,5.6418,2.52
3723,Taiwan,TWN,1989,6.0744,2.621
3724,Taiwan,TWN,1990,6.0583,3.202
3725,Taiwan,TWN,1991,6.46,1.896
3726,Taiwan,TWN,1992,6.8129,2.948
3727,Taiwan,TWN,1993,7.3079,1.781
3728,Taiwan,TWN,1994,7.5992,2.06
3729,Taiwan,TWN,1995,7.9075,1.9
3730,Taiwan,TWN,1996,8.2265,1.816
3731,Taiwan,TWN,1997,8.818,1.853
3732,Taiwan,TWN,1998,9.2148,2.053
3733,Taiwan,TWN,1999,9.5151,1.666
3734,Taiwan,TWN,2000,10.3329,1.511
3735,Taiwan,TWN,2001,10.3998,1.674
3736,Taiwan,TWN,2002,10.675,1.111
3737,Taiwan,TWN,2003,11.0795,1.149
3738,Taiwan,TWN,2004,11.4258,1.125
3739,Taiwan,TWN,2005,11.7354,1.309
3740,Taiwan,TWN,2006,12.0996,1.316
3741,Taiwan,TWN,2007,12.2038,1.362
3742,Taiwan,TWN,2008,11.5815,1.396
3743,Taiwan,TWN,2009,10.9288,1.334
3744,Taiwan,TWN,2010,11.6506,1.393
3745,Taiwan,TWN,2011,11.8736,1.459
3746,Taiwan,TWN,2012,11.6828,1.791
3747,Taiwan,TWN,2013,11.6899,1.773
3748,Taiwan,TWN,2014,11.7619,1.543
3749,Taiwan,TWN,2015,11.7091,1.633
3750,Taiwan,TWN,2016,11.8428,2.037
3751,Taiwan,TWN,2017,12.0303,1.954
3752,Taiwan,TWN,2018,11.921,1.948
3753,Taiwan,TWN,2019,11.5813,2.443
3754,Taiwan,TWN,2020,11.4698,2.459
3755,Thailand,THA,1965,0.2338,7.645
3756,Thailand,THA,1966,0.2887,8.119
3757,Thailand,THA,1967,0.3597,9.171
3758,Thailand,THA,1968,0.4908,7.333
3759,Thailand,THA,1969,0.4058,5.162
3760,Thailand,THA,1970,0.4162,7.414
3761,Thailand,THA,1971,0.5063,7.672
3762,Thailand,THA,1972,0.5583,5.326
3763,Thailand,THA,1973,0.6081,5.465
3764,Thailand,THA,1974,0.5869,6.874
3765,Thailand,THA,1975,0.5758,8.622
3766,Thailand,THA,1976,0.662,8.737
3767,Thailand,THA,1977,0.7221,7.122
3768,Thailand,THA,1978,0.7695,4.225
3769,Thailand,THA,1979,0.7885,6.201
3770,Thailand,THA,1980,0.8434,2.415
3771,Thailand,THA,1981,0.7825,5.573
3772,Thailand,THA,1982,0.7641,7.021
3773,Thailand,THA,1983,0.8394,6.059
3774,Thailand,THA,1984,0.8916,6.139
3775,Thailand,THA,1985,0.927,5.299
3776,Thailand,THA,1986,0.9291,7.448
3777,Thailand,THA,1987,1.0438,4.766
3778,Thailand,THA,1988,1.2061,3.926
3779,Thailand,THA,1989,1.3947,5.042
3780,Thailand,THA,1990,1.5544,3.793
3781,Thailand,THA,1991,1.6904,3.163
3782,Thailand,THA,1992,1.8329,2.641
3783,Thailand,THA,1993,2.0726,2.021
3784,Thailand,THA,1994,2.2641,2.204
3785,Thailand,THA,1995,2.6152,3.041
3786,Thailand,THA,1996,2.8892,2.963
3787,Thailand,THA,1997,2.9352,2.786
3788,Thailand,THA,1998,2.5679,2.207
3789,Thailand,THA,1999,2.6483,1.476
3790,Thailand,THA,2000,2.6814,2.426
3791,Thailand,THA,2001,2.844,2.426
3792,Thailand,THA,2002,2.9782,2.612
3793,Thailand,THA,2003,3.1292,2.495
3794,Thailand,THA,2004,3.3413,2.106
3795,Thailand,THA,2005,3.4088,2.064
3796,Thailand,THA,2006,3.439,2.734
3797,Thailand,THA,2007,3.4663,2.678
3798,Thailand,THA,2008,3.41,2.725
3799,Thailand,THA,2009,3.6232,2.836
3800,Thailand,THA,2010,3.8009,2.578
3801,Thailand,THA,2011,3.7562,3.129
3802,Thailand,THA,2012,3.9841,3.418
3803,Thailand,THA,2013,4.2204,3.444
3804,Thailand,THA,2014,4.1299,3.801
3805,Thailand,THA,2015,4.1576,3.716
3806,Thailand,THA,2016,4.1095,4.037
3807,Thailand,THA,2017,4.1318,4.679
3808,Thailand,THA,2018,3.9779,5.645
3809,Thailand,THA,2019,3.9012,6.176
3810,Thailand,THA,2020,3.6929,6.171
3811,Trinidad and Tobago,TTO,1965,5.6936,0.0
3812,Trinidad and Tobago,TTO,1966,4.4076,0.0
3813,Trinidad and Tobago,TTO,1967,5.0087,0.0
3814,Trinidad and Tobago,TTO,1968,4.337,0.0
3815,Trinidad and Tobago,TTO,1969,4.1627,0.0
3816,Trinidad and Tobago,TTO,1970,9.51,0.0
3817,Trinidad and Tobago,TTO,1971,8.4712,0.215
3818,Trinidad and Tobago,TTO,1972,8.5066,0.156
3819,Trinidad and Tobago,TTO,1973,9.5619,0.131
3820,Trinidad and Tobago,TTO,1974,10.0775,0.117
3821,Trinidad and Tobago,TTO,1975,9.5093,0.133
3822,Trinidad and Tobago,TTO,1976,15.5212,0.098
3823,Trinidad and Tobago,TTO,1977,15.5496,0.114
3824,Trinidad and Tobago,TTO,1978,14.5335,0.143
3825,Trinidad and Tobago,TTO,1979,15.6339,0.162
3826,Trinidad and Tobago,TTO,1980,15.5976,0.151
3827,Trinidad and Tobago,TTO,1981,15.6467,0.104
3828,Trinidad and Tobago,TTO,1982,16.433,0.084
3829,Trinidad and Tobago,TTO,1983,14.301,0.077
3830,Trinidad and Tobago,TTO,1984,15.1542,0.063
3831,Trinidad and Tobago,TTO,1985,17.7076,0.08
3832,Trinidad and Tobago,TTO,1986,14.6655,0.118
3833,Trinidad and Tobago,TTO,1987,14.6409,0.148
3834,Trinidad and Tobago,TTO,1988,13.1488,0.118
3835,Trinidad and Tobago,TTO,1989,13.2786,0.115
3836,Trinidad and Tobago,TTO,1990,13.9062,0.124
3837,Trinidad and Tobago,TTO,1991,13.8053,0.1
3838,Trinidad and Tobago,TTO,1992,15.4467,0.113
3839,Trinidad and Tobago,TTO,1993,14.0006,0.1
3840,Trinidad and Tobago,TTO,1994,13.6245,0.108
3841,Trinidad and Tobago,TTO,1995,13.1241,0.103
3842,Trinidad and Tobago,TTO,1996,16.5147,0.047
3843,Trinidad and Tobago,TTO,1997,16.3192,0.05
3844,Trinidad and Tobago,TTO,1998,15.654,0.049
3845,Trinidad and Tobago,TTO,1999,17.7735,0.044
3846,Trinidad and Tobago,TTO,2000,19.0909,0.047
3847,Trinidad and Tobago,TTO,2001,20.894,0.064
3848,Trinidad and Tobago,TTO,2002,22.3857,0.053
3849,Trinidad and Tobago,TTO,2003,25.126,0.024
3850,Trinidad and Tobago,TTO,2004,25.2503,0.04
3851,Trinidad and Tobago,TTO,2005,29.2666,0.036
3852,Trinidad and Tobago,TTO,2006,32.5625,0.036
3853,Trinidad and Tobago,TTO,2007,34.5711,0.026
3854,Trinidad and Tobago,TTO,2008,33.5469,0.028
3855,Trinidad and Tobago,TTO,2009,33.4769,0.027
3856,Trinidad and Tobago,TTO,2010,35.3557,0.004
3857,Trinidad and Tobago,TTO,2011,34.9355,0.005
3858,Trinidad and Tobago,TTO,2012,33.8752,0.005
3859,Trinidad and Tobago,TTO,2013,33.4163,0.004
3860,Trinidad and Tobago,TTO,2014,34.0183,0.005
3861,Trinidad and Tobago,TTO,2015,32.9276,0.006
3862,Trinidad and Tobago,TTO,2016,29.0747,0.007
3863,Trinidad and Tobago,TTO,2017,28.8631,0.006
3864,Trinidad and Tobago,TTO,2018,29.1223,0.006
3865,Trinidad and Tobago,TTO,2019,28.9458,0.006
3866,Trinidad and Tobago,TTO,2020,25.3731,0.007
3867,Turkey,TUR,1965,0.8831,6.957
3868,Turkey,TUR,1966,0.9933,6.543
3869,Turkey,TUR,1967,1.0308,6.568
3870,Turkey,TUR,1968,1.0905,7.406
3871,Turkey,TUR,1969,1.1379,7.328
3872,Turkey,TUR,1970,1.2209,6.083
3873,Turkey,TUR,1971,1.3336,4.758
3874,Turkey,TUR,1972,1.4683,5.192
3875,Turkey,TUR,1973,1.5828,3.794
3876,Turkey,TUR,1974,1.5879,4.735
3877,Turkey,TUR,1975,1.6656,7.315
3878,Turkey,TUR,1976,1.8253,9.063
3879,Turkey,TUR,1977,1.9733,8.524
3880,Turkey,TUR,1978,1.8248,8.689
3881,Turkey,TUR,1979,1.7453,10.157
3882,Turkey,TUR,1980,1.7103,10.762
3883,Turkey,TUR,1981,1.7601,11.827
3884,Turkey,TUR,1982,1.8731,12.066
3885,Turkey,TUR,1983,1.9079,9.331
3886,Turkey,TUR,1984,1.9725,10.514
3887,Turkey,TUR,1985,2.1505,8.719
3888,Turkey,TUR,1986,2.3064,7.908
3889,Turkey,TUR,1987,2.5135,10.893
3890,Turkey,TUR,1988,2.3961,15.436
3891,Turkey,TUR,1989,2.596,9.721
3892,Turkey,TUR,1990,2.8098,11.566
3893,Turkey,TUR,1991,2.8807,11.12
3894,Turkey,TUR,1992,2.9404,12.385
3895,Turkey,TUR,1993,3.0185,14.576
3896,Turkey,TUR,1994,2.9086,13.555
3897,Turkey,TUR,1995,3.0931,14.143
3898,Turkey,TUR,1996,3.3576,14.737
3899,Turkey,TUR,1997,3.5116,13.895
3900,Turkey,TUR,1998,3.4574,14.351
3901,Turkey,TUR,1999,3.3362,12.072
3902,Turkey,TUR,2000,3.6336,10.073
3903,Turkey,TUR,2001,3.3257,8.6
3904,Turkey,TUR,2002,3.3921,10.911
3905,Turkey,TUR,2003,3.5782,10.716
3906,Turkey,TUR,2004,3.6481,12.968
3907,Turkey,TUR,2005,3.8908,10.801
3908,Turkey,TUR,2006,4.0963,10.837
3909,Turkey,TUR,2007,4.4945,8.29
3910,Turkey,TUR,2008,4.3926,7.75
3911,Turkey,TUR,2009,4.4217,8.424
3912,Turkey,TUR,2010,4.3466,11.618
3913,Turkey,TUR,2011,4.6224,11.269
3914,Turkey,TUR,2012,4.7376,11.844
3915,Turkey,TUR,2013,4.5468,12.593
3916,Turkey,TUR,2014,4.6831,9.216
3917,Turkey,TUR,2015,4.8559,13.312
3918,Turkey,TUR,2016,5.0263,13.593
3919,Turkey,TUR,2017,5.2434,12.324
3920,Turkey,TUR,2018,5.094,13.9
3921,Turkey,TUR,2019,4.7866,18.105
3922,Turkey,TUR,2020,4.6573,18.058
3923,Turkmenistan,TKM,1985,10.0037,0.006
3924,Turkmenistan,TKM,1986,10.7506,0.005
3925,Turkmenistan,TKM,1987,10.6663,0.005
3926,Turkmenistan,TKM,1988,10.6197,0.005
3927,Turkmenistan,TKM,1989,10.4786,0.005
3928,Turkmenistan,TKM,1990,8.5139,0.005
3929,Turkmenistan,TKM,1991,8.6343,0.005
3930,Turkmenistan,TKM,1992,8.204,0.008
3931,Turkmenistan,TKM,1993,6.8606,0.011
3932,Turkmenistan,TKM,1994,8.1269,0.009
3933,Turkmenistan,TKM,1995,8.0644,0.01
3934,Turkmenistan,TKM,1996,7.1384,0.009
3935,Turkmenistan,TKM,1997,7.0162,0.012
3936,Turkmenistan,TKM,1998,7.2563,0.011
3937,Turkmenistan,TKM,1999,8.4202,0.01
3938,Turkmenistan,TKM,2000,8.2961,0.007
3939,Turkmenistan,TKM,2001,8.326,0.006
3940,Turkmenistan,TKM,2002,8.6529,0.007
3941,Turkmenistan,TKM,2003,9.5625,0.005
3942,Turkmenistan,TKM,2004,9.8751,0.005
3943,Turkmenistan,TKM,2005,10.1443,0.005
3944,Turkmenistan,TKM,2006,10.2644,0.005
3945,Turkmenistan,TKM,2007,11.4761,0.005
3946,Turkmenistan,TKM,2008,11.4809,0.006
3947,Turkmenistan,TKM,2009,10.018,0.004
3948,Turkmenistan,TKM,2010,11.2262,0.003
3949,Turkmenistan,TKM,2011,12.0182,0.003
3950,Turkmenistan,TKM,2012,12.2504,0.004
3951,Turkmenistan,TKM,2013,12.3687,0.005
3952,Turkmenistan,TKM,2014,12.4459,0.006
3953,Turkmenistan,TKM,2015,12.6194,0.006
3954,Turkmenistan,TKM,2016,12.3913,0.008
3955,Turkmenistan,TKM,2017,12.1979,0.008
3956,Turkmenistan,TKM,2018,12.0404,0.007
3957,Turkmenistan,TKM,2019,12.8437,0.006
3958,Turkmenistan,TKM,2020,12.4914,0.006
3959,Ukraine,UKR,1985,14.5758,1.072
3960,Ukraine,UKR,1986,14.4735,1.061
3961,Ukraine,UKR,1987,14.3155,0.936
3962,Ukraine,UKR,1988,14.1385,1.163
3963,Ukraine,UKR,1989,13.2747,1.032
3964,Ukraine,UKR,1990,13.7153,0.916
3965,Ukraine,UKR,1991,12.2915,1.089
3966,Ukraine,UKR,1992,11.4568,0.867
3967,Ukraine,UKR,1993,9.9423,1.386
3968,Ukraine,UKR,1994,8.1972,1.781
3969,Ukraine,UKR,1995,7.6589,1.5
3970,Ukraine,UKR,1996,6.9475,1.396
3971,Ukraine,UKR,1997,6.7795,1.653
3972,Ukraine,UKR,1998,6.6051,2.738
3973,Ukraine,UKR,1999,6.0501,2.529
3974,Ukraine,UKR,2000,5.8425,1.985
3975,Ukraine,UKR,2001,6.2717,2.137
3976,Ukraine,UKR,2002,6.1624,1.71
3977,Ukraine,UKR,2003,6.4523,1.593
3978,Ukraine,UKR,2004,6.573,2.021
3979,Ukraine,UKR,2005,6.6776,2.087
3980,Ukraine,UKR,2006,7.1377,2.136
3981,Ukraine,UKR,2007,7.2545,1.726
3982,Ukraine,UKR,2008,7.0525,2.007
3983,Ukraine,UKR,2009,6.0319,2.402
3984,Ukraine,UKR,2010,6.422,2.466
3985,Ukraine,UKR,2011,6.7504,1.981
3986,Ukraine,UKR,2012,6.6876,2.015
3987,Ukraine,UKR,2013,6.5637,2.847
3988,Ukraine,UKR,2014,5.7083,2.153
3989,Ukraine,UKR,2015,4.9825,1.803
3990,Ukraine,UKR,2016,5.2334,2.233
3991,Ukraine,UKR,2017,5.0145,2.8
3992,Ukraine,UKR,2018,5.2441,3.22
3993,Ukraine,UKR,2019,5.0594,3.074
3994,Ukraine,UKR,2020,4.8912,4.285
3995,United Arab Emirates,ARE,1965,0.1467,0.0
3996,United Arab Emirates,ARE,1966,0.1603,0.0
3997,United Arab Emirates,ARE,1967,5.3956,0.0
3998,United Arab Emirates,ARE,1968,6.8015,0.0
3999,United Arab Emirates,ARE,1969,100.9705,0.0
4000,United Arab Emirates,ARE,1970,64.9643,0.0
4001,United Arab Emirates,ARE,1971,76.2874,0.0
4002,United Arab Emirates,ARE,1972,70.8073,0.0
4003,United Arab Emirates,ARE,1973,77.5556,0.0
4004,United Arab Emirates,ARE,1974,66.9614,0.0
4005,United Arab Emirates,ARE,1975,56.6211,0.0
4006,United Arab Emirates,ARE,1976,62.1028,0.0
4007,United Arab Emirates,ARE,1977,52.698,0.0
4008,United Arab Emirates,ARE,1978,53.5652,0.0
4009,United Arab Emirates,ARE,1979,39.2234,0.0
4010,United Arab Emirates,ARE,1980,36.1188,0.0
4011,United Arab Emirates,ARE,1981,33.5281,0.0
4012,United Arab Emirates,ARE,1982,31.5524,0.0
4013,United Arab Emirates,ARE,1983,28.6705,0.0
4014,United Arab Emirates,ARE,1984,35.6698,0.0
4015,United Arab Emirates,ARE,1985,36.3445,0.0
4016,United Arab Emirates,ARE,1986,32.5156,0.0
4017,United Arab Emirates,ARE,1987,30.942,0.0
4018,United Arab Emirates,ARE,1988,29.5597,0.0
4019,United Arab Emirates,ARE,1989,31.3999,0.0
4020,United Arab Emirates,ARE,1990,28.2776,0.0
4021,United Arab Emirates,ARE,1991,29.2559,0.0
4022,United Arab Emirates,ARE,1992,28.1345,0.0
4023,United Arab Emirates,ARE,1993,30.171,0.0
4024,United Arab Emirates,ARE,1994,31.6447,0.0
4025,United Arab Emirates,ARE,1995,28.9894,0.0
4026,United Arab Emirates,ARE,1996,28.6615,0.0
4027,United Arab Emirates,ARE,1997,27.3646,0.0
4028,United Arab Emirates,ARE,1998,28.6798,0.0
4029,United Arab Emirates,ARE,1999,26.144,0.0
4030,United Arab Emirates,ARE,2000,35.6684,0.0
4031,United Arab Emirates,ARE,2001,30.457,0.0
4032,United Arab Emirates,ARE,2002,24.0597,0.0
4033,United Arab Emirates,ARE,2003,28.4539,0.0
4034,United Arab Emirates,ARE,2004,27.4793,0.0
4035,United Arab Emirates,ARE,2005,24.9503,0.0
4036,United Arab Emirates,ARE,2006,22.9686,0.0
4037,United Arab Emirates,ARE,2007,21.6027,0.0
4038,United Arab Emirates,ARE,2008,21.718,0.0
4039,United Arab Emirates,ARE,2009,20.9034,0.002
4040,United Arab Emirates,ARE,2010,21.1253,0.005
4041,United Arab Emirates,ARE,2011,21.571,0.005
4042,United Arab Emirates,ARE,2012,22.0474,0.006
4043,United Arab Emirates,ARE,2013,22.3301,0.02
4044,United Arab Emirates,ARE,2014,21.9148,0.072
4045,United Arab Emirates,ARE,2015,23.3818,0.065
4046,United Arab Emirates,ARE,2016,22.9321,0.067
4047,United Arab Emirates,ARE,2017,17.7957,0.153
4048,United Arab Emirates,ARE,2018,16.0112,0.257
4049,United Arab Emirates,ARE,2019,15.7807,0.817
4050,United Arab Emirates,ARE,2020,15.1933,1.178
4051,United Kingdom,GBR,1965,11.4694,0.554
4052,United Kingdom,GBR,1966,11.3265,0.542
4053,United Kingdom,GBR,1967,10.7909,0.583
4054,United Kingdom,GBR,1968,11.0005,0.429
4055,United Kingdom,GBR,1969,11.3492,0.362
4056,United Kingdom,GBR,1970,11.7426,0.494
4057,United Kingdom,GBR,1971,11.8458,0.375
4058,United Kingdom,GBR,1972,11.5942,0.369
4059,United Kingdom,GBR,1973,11.7768,0.4
4060,United Kingdom,GBR,1974,11.003,0.447
4061,United Kingdom,GBR,1975,10.743,0.447
4062,United Kingdom,GBR,1976,10.6521,0.518
4063,United Kingdom,GBR,1977,10.7531,0.443
4064,United Kingdom,GBR,1978,10.7589,0.453
4065,United Kingdom,GBR,1979,11.4672,0.458
4066,United Kingdom,GBR,1980,10.3014,0.462
4067,United Kingdom,GBR,1981,9.9706,0.531
4068,United Kingdom,GBR,1982,9.748,0.552
